DAY,Section,ROOM1,8 to 9,9 to 10,10 to 11,ROOM2,11 to 12,12 to 1,1 to 2,Section(DE),ROOM3,3 to 4,ROOM4,4 to 5,ROOM5,5 to 6
WED,IT-6,C-LH-405,X,SE,DAA,C-LH-301,IOT,X,X,BD_CS-8,X,X,X,X,C-LH-208,BD(DE)
WED,IT-7,C-LH-406,X,X,CN,C-LH-208,SE,X,X,BD_CS-9,X,X,X,X,C-LH-301,BD(DE)
WED,CSCE-1,C-LH-407,X,X,SE,C-WL-302,DAA,DAA(L),DAA(L),BD_CS-10,X,X,X,X,C-LH-302,BD(DE)
WED,CSCE-2,C-LH-408,X,SE,DAA,C-LH-207,DBMS,X,X,BD_CS-11,X,X,X,X,C-LH-303,BD(DE)
WED,CSCE-3,C-LH-409,X,DAA,CN,C-LH-206,DBMS,SE,X,BD_CS-12,X,X,X,X,C-LH-304,BD(DE)
WED,CSSE-1,C-WL-302,X,AP(L),AP(L),C-LH-205,IOT,SE,X,BD_CS-13,X,X,X,X,C-LH-305,BD(DE)
WED,CSSE-2,C-LH-001,X,IOT,SE,C-LH-204,CN,X,X,BD_CS-14,C-LH-201,BD(DE),X,X,X,X
WED,CSSE-3,C-WL-401,CN,CN(L),CN(L),C-LH-203,SE,X,X,BD_CS-15,C-LH-202,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_CS-16,C-LH-203,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_CS-17,C-LH-204,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_CS-18,C-LH-205,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_CS-1,X,X,X,X,C-LH-306,DMDW(DE)
WED,X,X,X,X,X,X,X,X,X,DMDW_CS-2,X,X,X,X,C-LH-307,DMDW(DE)
WED,X,X,X,X,X,X,X,X,X,DMDW_CS-3,X,X,X,X,C-LH-308,DMDW(DE)
WED,X,X,X,X,X,X,X,X,X,DMDW_CS-4,X,X,X,X,C-LH-401,DMDW(DE)
WED,X,X,X,X,X,X,X,X,X,CI_CS-1,X,X,X,X,C-LH-402,CI(DE)
WED,X,X,X,X,X,X,X,X,X,CI_CS-2,X,X,X,X,C-LH-403,CI(DE)
WED,X,X,X,X,X,X,X,X,X,CI_CS-3,X,X,X,X,C-LH-404,CI(DE)
WED,X,X,X,X,X,X,X,X,X,CI_CS-4,X,X,X,X,C-LH-405,CI(DE)
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-1,X,X,C-LH-401,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-2,X,X,C-LH-402,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-3,X,X,C-LH-403,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-4,X,X,C-LH-404,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-5,X,X,C-LH-405,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,DMDW_IT-6,X,X,C-LH-406,DMDW(DE),X,X
WED,X,X,X,X,X,X,X,X,X,CRP_IT-1,X,X,X,X,X,X
WED,X,X,X,X,X,X,X,X,X,CRP_IT-2,X,X,C-LH-407,CRP(DE),X,X
WED,X,X,X,X,X,X,X,X,X,CI_IT-1,X,X,X,X,C-LH-406,CI(DE)
WED,X,X,X,X,X,X,X,X,X,BD_IT-1,C-LH-206,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_IT-2,C-LH-207,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_IT-3,C-LH-208,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_IT-4,C-LH-301,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_IT-5,C-LH-302,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,BD_IT-6,C-LH-303,BD(DE),X,X,X,X
WED,X,X,X,X,X,X,X,X,X,CG_IT-1,X,X,X,X,C-LH-407,CG(DE)
WED,X,X,X,X,X,X,X,X,X,CRP_CE-1,X,X,X,X,X,X
WED,X,X,X,X,X,X,X,X,X,AI_CE-1,X,X,X,X,X,X
WED,X,X,X,X,X,X,X,X,X,AI_CE-2,X,X,C-LH-408,AI(DE),X,X
WED,X,X,X,X,X,X,X,X,X,ITC_CE-1,X,X,X,X,C-LH-408,ITC(DE)
WED,X,X,X,X,X,X,X,X,X,ITC_CE-2,X,X,X,X,C-LH-409,ITC(DE)
WED,X,X,X,X,X,X,X,X,X,PMM_CE-1,X,X,X,X,C-LH-001,PMM(DE)
WED,X,X,X,X,X,X,X,X,X,NLP_SE-1,X,X,C-LH-409,NLP(DE),X,X
WED,X,X,X,X,X,X,X,X,X,NLP_SE-2,X,X,X,X,X,X
WED,X,X,X,X,X,X,X,X,X,CI_SE-1,X,X,C-LH-001,CI(DE),X,X
WED,X,X,X,X,X,X,X,X,X,ML_SE-1,X,X,X,X,C-LH-002,ML(DE)
WED,X,X,X,X,X,X,X,X,X,ML_SE-2,X,X,X,X,C-LH-003,ML(DE)
WED,X,X,X,X,X,X,X,X,X,ML_SE-3,X,X,X,X,C-LH-004,ML(DE)
THU,CSE-1,C-WL-101,DAA,DAA(L),DAA(L),C-LH-004,SE,HPC,X,CRP_CS-1,X,X,C-LH-201,CRP(DE),X,X
THU,CSE-2,C-LH-201,X,X,HPC,C-WL-101,DAA,DAA(L),DAA(L),CRP_CS-2,X,X,C-LH-202,CRP(DE),X,X
THU,CSE-3,C-LH-202,X,HPC,SE,C-WL-102,DAA,DAA(L),DAA(L),CRP_CS-3,X,X,C-LH-203,CRP(DE),X,X
THU,CSE-4,C-WL-102,CN,CN(L),CN(L),X,X,X,X,CRP_CS-4,X,X,C-LH-204,CRP(DE),X,X
THU,CSE-5,C-LH-203,X,CN,SE,C-LH-003,HPC,X,X,AI_CS-1,C-LH-201,AI(DE),X,X,X,X
THU,CSE-6,C-LH-204,X,X,CN,C-LH-002,DAA,HPC,SE,AI_CS-2,X,X,C-LH-205,AI(DE),X,X
THU,CSE-7,C-LH-205,X,SE,HPC,C-WL-103,DAA,DAA(L),DAA(L),AI_CS-3,X,X,C-LH-206,AI(DE),X,X
THU,CSE-8,C-LH-206,X,X,HPC,C-LH-001,DAA,SE,X,AI_CS-4,X,X,C-LH-207,AI(DE),X,X
THU,CSE-9,C-WL-103,CN,CN(L),CN(L),C-LH-409,SE,X,X,AI_CS-5,X,X,C-LH-208,AI(DE),X,X
THU,CSE-10,X,X,X,X,C-LH-408,HPC,SE,X,AI_CS-6,X,X,C-LH-301,AI(DE),X,X
THU,CSE-11,C-LH-207,X,X,SE,C-LH-407,CN,HPC,X,AI_CS-7,X,X,C-LH-302,AI(DE),X,X
THU,CSE-12,C-LH-208,X,HPC,SE,C-WL-201,DAA,DAA(L),DAA(L),AI_CS-8,X,X,C-LH-303,AI(DE),X,X
THU,CSE-13,C-LH-301,X,HPC,SE,C-LH-406,CN,X,X,AI_CS-9,X,X,C-LH-304,AI(DE),X,X
THU,CSE-14,C-WL-201,CN,CN(L),CN(L),C-LH-405,HPC,SE,X,AI_CS-10,X,X,C-LH-305,AI(DE),X,X
THU,CSE-15,C-LH-302,X,CN,DAA,C-LH-404,HPC,SE,X,AI_CS-11,X,X,C-LH-306,AI(DE),X,X
THU,CSE-16,C-LH-303,X,X,SE,C-LH-403,CN,HPC,X,AI_CS-12,X,X,C-LH-307,AI(DE),X,X
THU,CSE-17,C-LH-304,X,SE,HPC,C-WL-202,DAA,DAA(L),DAA(L),AI_CS-13,X,X,C-LH-308,AI(DE),X,X
THU,CSE-18,C-LH-305,X,X,HPC,C-LH-402,CN,SE,X,AI_CS-14,C-LH-202,AI(DE),X,X,X,X
THU,CSE-19,X,X,X,X,C-WL-301,CN,CN(L),CN(L),AI_CS-15,C-LH-203,AI(DE),X,X,X,X
THU,CSE-20,C-LH-306,X,HPC,SE,C-WL-302,CN,CN(L),CN(L),AI_CS-16,C-LH-204,AI(DE),X,X,X,X
THU,CSE-21,C-LH-307,X,HPC,SE,C-LH-401,DAA,X,X,AI_CS-17,C-LH-205,AI(DE),X,X,X,X
THU,CSE-22,C-LH-308,X,X,SE,C-LH-308,DAA,HPC,X,AI_CS-18,C-LH-206,AI(DE),X,X,X,X
THU,CSE-23,C-LH-401,X,DAA,HPC,C-LH-307,SE,CN,X,AI_CS-19,C-LH-207,AI(DE),X,X,X,X
THU,CSE-24,C-WL-202,CN,CN(L),CN(L),X,X,X,X,AI_CS-20,C-LH-208,AI(DE),X,X,X,X
THU,CSE-25,C-LH-402,SE,CN,DAA,X,X,X,X,BD_CS-1,X,X,X,X,X,X
THU,CSE-26,C-LH-403,X,X,HPC,C-LH-306,SE,X,X,BD_CS-2,X,X,X,X,X,X
THU,IT-1,X,X,X,X,C-LH-305,DAA,X,X,BD_CS-3,X,X,X,X,X,X
THU,IT-2,C-LH-404,X,SE,IOT,C-WL-401,DAA,DAA(L),DAA(L),BD_CS-4,X,X,X,X,X,X
THU,IT-3,C-LH-405,X,DAA,CN,C-LH-304,SE,X,X,BD_CS-5,X,X,X,X,X,X
THU,IT-4,C-LH-406,X,SE,IOT,C-LH-303,CN,X,X,BD_CS-6,X,X,X,X,X,X
THU,IT-5,C-WL-301,DAA,DAA(L),DAA(L),C-LH-302,IOT,SE,X,BD_CS-7,X,X,X,X,X,X
THU,IT-6,C-LH-407,X,DAA,SE,C-LH-301,CN,X,X,BD_CS-8,X,X,X,X,X,X
THU,IT-7,C-WL-302,DAA,DAA(L),DAA(L),C-LH-208,IOT,SE,X,BD_CS-9,X,X,X,X,X,X
THU,CSCE-1,C-LH-408,X,SE,DBMS,C-LH-207,DAA,X,X,BD_CS-10,X,X,X,X,X,X
THU,CSCE-2,C-LH-409,X,DBMS,SE,C-LH-201,DAA,DAA(L),DAA(L),BD_CS-11,X,X,X,X,X,X
THU,CSCE-3,C-WL-401,DAA,DAA(L),DAA(L),C-LH-206,SE,X,X,BD_CS-12,X,X,X,X,X,X
THU,CSSE-1,C-LH-001,X,SE,AI,C-LH-205,CN,X,X,BD_CS-13,X,X,X,X,X,X
THU,CSSE-2,C-LH-002,X,AI,IOT,X,AP(L),AP(L),X,BD_CS-14,X,X,X,X,X,X
THU,CSSE-3,C-LH-003,SE,AI,IOT,C-LH-204,CN,X,X,BD_CS-15,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_CS-16,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_CS-17,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_CS-18,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_CS-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_CS-2,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_CS-3,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_CS-4,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CI_CS-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CI_CS-2,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CI_CS-3,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CI_CS-4,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-1,X,X,C-LH-401,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-2,X,X,C-LH-402,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-3,X,X,C-LH-403,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-4,X,X,C-LH-404,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-5,X,X,C-LH-405,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,DMDW_IT-6,X,X,C-LH-406,DMDW(DE),X,X
THU,X,X,X,X,X,X,X,X,X,CRP_IT-1,C-LH-301,CRP(DE),X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CRP_IT-2,X,X,C-LH-407,CRP(DE),X,X
THU,X,X,X,X,X,X,X,X,X,CI_IT-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-2,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-3,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-4,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-5,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,BD_IT-6,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CG_IT-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CRP_CE-1,C-LH-302,CRP(DE),X,X,X,X
THU,X,X,X,X,X,X,X,X,X,AI_CE-1,C-LH-303,AI(DE),X,X,X,X
THU,X,X,X,X,X,X,X,X,X,AI_CE-2,X,X,C-LH-408,AI(DE),X,X
THU,X,X,X,X,X,X,X,X,X,ITC_CE-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,ITC_CE-2,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,PMM_CE-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,NLP_SE-1,X,X,C-LH-409,NLP(DE),X,X
THU,X,X,X,X,X,X,X,X,X,NLP_SE-2,C-LH-304,NLP(DE),X,X,X,X
THU,X,X,X,X,X,X,X,X,X,CI_SE-1,X,X,C-LH-001,CI(DE),X,X
THU,X,X,X,X,X,X,X,X,X,ML_SE-1,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,ML_SE-2,X,X,X,X,X,X
THU,X,X,X,X,X,X,X,X,X,ML_SE-3,X,X,X,X,X,X
FRI,CSE-1,C-LH-201,X,CN,SE,C-LH-004,HPC,X,X,CRP_CS-1,X,X,X,X,X,X
FRI,CSE-2,C-LH-202,SE,DAA,HPC,X,X,X,X,CRP_CS-2,X,X,X,X,X,X
FRI,CSE-3,C-LH-203,X,SE,HPC,X,X,X,X,CRP_CS-3,X,X,X,X,X,X
FRI,CSE-4,C-LH-204,X,SE,HPC,C-LH-003,DAA,X,X,CRP_CS-4,X,X,X,X,X,X
FRI,CSE-5,C-WL-101,CN,CN(L),CN(L),C-LH-002,SE,X,X,AI_CS-1,X,X,X,X,X,X
FRI,CSE-6,C-LH-205,X,HPC,SE,C-WL-101,CN,CN(L),CN(L),AI_CS-2,X,X,X,X,X,X
FRI,CSE-7,C-LH-206,X,X,SE,C-LH-001,CN,DAA,HPC,AI_CS-3,X,X,X,X,X,X
FRI,CSE-8,C-LH-207,X,HPC,SE,C-WL-102,DAA,DAA(L),DAA(L),AI_CS-4,X,X,X,X,X,X
FRI,CSE-9,C-LH-208,HPC,CN,SE,X,X,X,X,AI_CS-5,X,X,X,X,X,X
FRI,CSE-10,C-WL-102,CN,CN(L),CN(L),C-LH-409,SE,DAA,X,AI_CS-6,X,X,X,X,X,X
FRI,CSE-11,C-LH-301,X,X,CN,C-LH-408,HPC,SE,X,AI_CS-7,X,X,X,X,X,X
FRI,CSE-12,C-LH-302,HPC,SE,CN,X,X,X,X,AI_CS-8,X,X,X,X,X,X
FRI,CSE-13,C-LH-303,X,HPC,SE,C-WL-103,DAA,DAA(L),DAA(L),AI_CS-9,X,X,X,X,X,X
FRI,CSE-14,X,X,X,X,C-LH-407,HPC,DAA,SE,AI_CS-10,X,X,X,X,X,X
FRI,CSE-15,C-WL-103,CN,CN(L),CN(L),C-LH-406,HPC,X,X,AI_CS-11,X,X,X,X,X,X
FRI,CSE-16,C-LH-304,X,CN,DAA,C-LH-405,HPC,SE,X,AI_CS-12,X,X,X,X,X,X
FRI,CSE-17,C-LH-305,X,X,SE,C-LH-404,CN,HPC,X,AI_CS-13,X,X,X,X,X,X
FRI,CSE-18,C-LH-306,X,X,HPC,C-WL-201,DAA,DAA(L),DAA(L),AI_CS-14,X,X,X,X,X,X
FRI,CSE-19,X,X,X,X,C-LH-403,SE,CN,HPC,AI_CS-15,X,X,X,X,X,X
FRI,CSE-20,C-LH-307,X,SE,HPC,X,X,X,X,AI_CS-16,X,X,X,X,X,X
FRI,CSE-21,C-LH-308,X,SE,HPC,C-LH-402,CN,X,X,AI_CS-17,X,X,X,X,X,X
FRI,CSE-22,C-LH-401,X,X,SE,C-WL-202,DAA,DAA(L),DAA(L),AI_CS-18,X,X,X,X,X,X
FRI,CSE-23,C-LH-402,HPC,DAA,SE,X,X,X,X,AI_CS-19,X,X,X,X,X,X
FRI,CSE-24,C-LH-403,X,DAA,SE,C-LH-401,HPC,X,X,AI_CS-20,X,X,X,X,X,X
FRI,CSE-25,C-WL-201,CN,CN(L),CN(L),C-LH-308,SE,HPC,X,BD_CS-1,C-LH-201,BD(DE),X,X,X,X
FRI,CSE-26,C-LH-404,X,SE,HPC,C-LH-307,CN,DAA,X,BD_CS-2,C-LH-202,BD(DE),X,X,X,X
FRI,IT-1,C-LH-405,SE,IOT,CN,X,X,X,X,BD_CS-3,C-LH-203,BD(DE),X,X,X,X
FRI,IT-2,C-LH-406,CN,SE,DAA,X,X,X,X,BD_CS-4,C-LH-204,BD(DE),X,X,X,X
FRI,IT-3,C-WL-202,DAA,DAA(L),DAA(L),C-LH-306,IOT,SE,X,BD_CS-5,C-LH-205,BD(DE),X,X,X,X
FRI,IT-4,X,X,X,X,C-LH-305,IOT,SE,X,BD_CS-6,C-LH-206,BD(DE),X,X,X,X
FRI,IT-5,C-WL-301,CN,CN(L),CN(L),C-LH-304,DAA,X,X,BD_CS-7,C-LH-207,BD(DE),X,X,X,X
FRI,IT-6,C-WL-302,DAA,DAA(L),DAA(L),C-LH-303,SE,X,X,BD_CS-8,C-LH-208,BD(DE),X,X,X,X
FRI,IT-7,C-LH-407,X,IOT,SE,C-LH-302,CN,X,X,BD_CS-9,C-LH-301,BD(DE),X,X,X,X
FRI,CSCE-1,C-LH-408,X,DAA,CN,C-WL-301,DBMS,DBMS(L),DBMS(L),BD_CS-10,C-LH-302,BD(DE),X,X,X,X
FRI,CSCE-2,C-LH-409,X,X,DBMS,C-LH-301,CN,DAA,SE,BD_CS-11,C-LH-303,BD(DE),X,X,X,X
FRI,CSCE-3,C-LH-001,X,X,DBMS,C-WL-302,CN,CN(L),CN(L),BD_CS-12,C-LH-304,BD(DE),X,X,X,X
FRI,CSSE-1,C-LH-002,X,IOT,SE,C-LH-208,AI,X,X,BD_CS-13,C-LH-305,BD(DE),X,X,X,X
FRI,CSSE-2,C-LH-003,X,X,SE,C-LH-207,AI,X,X,BD_CS-14,X,X,C-LH-201,BD(DE),X,X
FRI,CSSE-3,C-LH-004,X,CN,IOT,C-WL-401,AP(L),AP(L),X,BD_CS-15,X,X,C-LH-202,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_CS-16,X,X,C-LH-203,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_CS-17,X,X,C-LH-204,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_CS-18,X,X,C-LH-205,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_CS-1,C-LH-306,DMDW(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_CS-2,C-LH-307,DMDW(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_CS-3,C-LH-308,DMDW(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_CS-4,C-LH-401,DMDW(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_CS-1,C-LH-402,CI(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_CS-2,C-LH-403,CI(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_CS-3,C-LH-404,CI(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_CS-4,C-LH-405,CI(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-2,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-3,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-4,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-5,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,DMDW_IT-6,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CRP_IT-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CRP_IT-2,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_IT-1,C-LH-406,CI(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-1,X,X,C-LH-206,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-2,X,X,C-LH-207,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-3,X,X,C-LH-208,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-4,X,X,C-LH-301,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-5,X,X,C-LH-302,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,BD_IT-6,X,X,C-LH-303,BD(DE),X,X
FRI,X,X,X,X,X,X,X,X,X,CG_IT-1,C-LH-407,CG(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CRP_CE-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,AI_CE-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,AI_CE-2,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,ITC_CE-1,C-LH-408,ITC(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,ITC_CE-2,C-LH-409,ITC(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,PMM_CE-1,C-LH-001,PMM(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,NLP_SE-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,NLP_SE-2,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,CI_SE-1,X,X,X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,ML_SE-1,C-LH-002,ML(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,ML_SE-2,C-LH-003,ML(DE),X,X,X,X
FRI,X,X,X,X,X,X,X,X,X,ML_SE-3,C-LH-004,ML(DE),X,X,X,X
